id,context,question,answer,category,span_start,span_end,classification
2519QxDbu-BKdCqq5I8jKsxd1736,"Antara periode Kerajaan-kerajaan Israel dan penaklukan Muslim abad ke-7, Tanah Israel jatuh di bawah pemerintahan Kerajaan Israel, Kerajaan Yehuda Asiria, Babilonia, Persia, Yunani, Romawi, Sassania, dan Bizantium. Keberadaan orang Yahudi di wilayah tersebut berkurang drastis setelah kegagalan Perang Bar Kokhba melawan Kekaisaran Romawi pada tahun 132, menyebabkan pengusiran besar-besaran Yahudi. Pada tahun 628/9, Kaisar Bizantium Heraklius memerintahkan pembantaian dan pengusiran orang-orang Yahudi, mengakibatkan populasi Yahudi menurun lebih jauh. Walau demikian, terdapat sekelompok kecil populasi Yahudi yang masih menetap di tanah Israel. Tanah Israel direbut dari Kekaisaran Bizantium sekitar tahun 636 oleh penakluk Muslim. Selama lebih dari enam abad, kontrol wilayah tersebut berada di bawah kontrol Umayyah, Abbasiyah, dan Tentara Salib sebelum jatuh di bawah Kesultanan Mameluk pada tahun 1260. Pada tahun 1516, Tanah Israel menjadi bagian dari Kesultanan Utsmaniyah, yang memerintah wilayah tersebut sampai pada abad ke-20.",Mengapa keberadaan orang Yahudi di tanah Israel menurun drastis pada tahun 132 ?,kegagalan Perang Bar Kokhba melawan Kekaisaran Romawi,SPAN,285,338,B
1140_G-tYCpmdE-Vgax33wA53329,"Di bidang politik, Presiden Soeharto melakukan penyatuan partai-partai politik sehingga pada masa itu dikenal tiga partai politik yakni Partai Persatuan Pembangunan (PPP), Golongan Karya (Golkar) dan Partai Demokrasi Indonesia (PDI) dalam upayanya menyederhanakan kehidupan berpolitik di Indonesia sebagai akibat dari politik masa presiden Soekarno yang menggunakan sistem multipartai yang berakibat pada jatuh bangunnya kabinet dan dianggap penyebab mandeknya pembangunan. Kemudian dikeluarkannnya UU Politik dan Asas tunggal Pancasila yang mewarnai kehidupan politik saat itu. Namun dalam perjalanannya, terjadi ketimpangan dalam kehidupan politik di mana muncullah istilah mayoritas tunggal di mana Golkar dijadikan partai utama dan mengebiri dua parpol lainnya dalam setiap penyelenggaraan pemilu. Berbagai ketidakpuasan muncul, namun dapat diredam oleh sistem pada masa itu.",Berapakah jumlah partai yang dikenal pada saat penyatuan partai politik Presiden Soeharto?,tiga partai politik,SPAN,110,129,B
1376fXJB349zgjyv_w4X0bXI749,"Server proksi bertindak sebagai gateway terhadap dunia Internet untuk setiap komputer klien. Server proksi tidak terlihat oleh komputer klien: seorang pengguna yang berinteraksi dengan Internet melalui sebuah proxy server tidak akan mengetahui bahwa sebuah proxy server sedang menangani request yang dilakukannya. Web server yang menerima request dari proxy server akan menginterpretasikan request-request tersebut seolah-olah request itu datang secara langsung dari komputer klien, bukan dari proxy server.",Bagaimana cara interpretasi web server terhadap request dari proxy server?,seolah-olah request itu datang secara langsung dari komputer klien,SPAN,415,481,B
2539EoMAwcPqzS7vEDYb36052512,"Namun, Kiai Madja yang bernama asli Muslim Mochamad Khalifah semenjak lahir justru tidak mencicipi kemewahan gaya hidup sebagai keluarga istana. Jalinan persaudaraan dirinya dengan Pangeran Diponegoro kian erat setelah Kiai Madja menikah dengan janda Pangeran Mangkubumi yang merupakan paman dari Diponegoro. Tak heran, Diponegoro memanggil Kiai Madja dengan sebutan paman , meski relasi keduanya adalah saudara sepupu.",Kiai Madja menikah dengan siapa?,Pangeran Mangkubumi,SPAN,251,270,B
1415xOKyGuKnDwYbWfqm8DyH642,"Keinginan Kartini untuk melanjutkan studi, terutama ke Eropa, memang terungkap dalam surat-suratnya. Beberapa sahabat penanya mendukung dan berupaya mewujudkan keinginan Kartini tersebut. Ketika akhirnya Kartini membatalkan keinginan yang hampir terwujud tersebut, terungkap adanya kekecewaan dari sahabat-sahabat penanya. Niat dan rencana untuk belajar ke Belanda tersebut akhirnya beralih ke Betawi saja setelah dinasihati oleh Nyonya Abendanon bahwa itulah yang terbaik bagi Kartini dan adiknya Rukmini.",Apa yang menjadi nasihat Nyonya Abendanon kepada kartini?,itulah yang terbaik bagi Kartini dan adiknya Rukmini,SPAN,453,505,A
2657Omxhm5FyXyyp4pVdXx3Z1088,"Seperti negara lain yang dipengaruhi krisis, terjadi penjualan singkat spekulatif mata uang Malaysia, ringgit. Penanaman modal asing jatuh pada tingkatan yang berbahaya, karena modal menguap ke luar negara, nilai ringgit jatuh dari MYR 2,50 per USD ke, MYR 4,80 per USD. Indeks komposit Bursa Malaysia terjungkal dari hampir 1.300 poin ke kisaran 400 poin dalam hitungan pekan. Setelah penangkapan kontroversial menteri keuangan Anwar Ibrahim, sebuah Dewan Aksi Ekonomi Nasional dibentuk untuk mengantisipasi krisis moneter. Bank Negara Malaysia menentukan pengendalian modal dan mematok nilai tukar ringgit Malaysia pada 3,80 terhadap dolar Amerika Serikat. Bagaimanapun, Malaysia menolak paket bantuan ekonomi dari Dana Moneter Internasional (IMF) dan Bank Dunia, tindakan yang mengejutkan analis asing.",Apa sikap malaysia yang membuat analis asing terkejut?,Malaysia menolak paket bantuan ekonomi dari Dana Moneter Internasional (IMF) dan Bank Dunia,SPAN,673,764,B
1559OCcb7F7icUkYfeTFgLDJ1339,"Kemudian pada 9 Agustus 1945, Bung Hatta bersama Bung Karno dan Radjiman Wedyodiningrat diundang ke Dalat (Vietnam) untuk dilantik sebagai Ketua dan Wakil Ketua Panitia Persiapan Kemerdekaan Indonesia (PPKI). Badan ini bertugas melanjutkan hasil kerja BPUPKI dan menyiapkan pemindahan kekuasaan dari pihak Jepang kepada Indonesia. Pelantikan dilakukan secara langsung oleh Panglima Asia Tenggara Jenderal Terauchi. Puncaknya pada 16 Agustus 1945, terjadilah Peristiwa Rengasdengklok hari dimana Bung Karno bersama Bung Hatta diculik kemudian dibawa ke sebuah rumah milik salah seorang pimpinan PETA, Djiaw Kie Siong, di sebuah kota kecil Rengasdengklok (dekat Karawang, Jawa Barat).",Kapankah Bung Hatta diundang ke Dalat ?,9 Agustus 1945,SPAN,14,28,B
2340-UH-PIG4sGreW8w-HZcs3781,"Meskipun Amerika Serikat berwenang dalam menetapkan sistem metrik pada 1866 dan menjadi salah satu negara yang menandatangani Konvensi Meter pada 1875, sistem pengukuran di Amerika Serikat sangat mirip dengan satuan imperial Britania dan juga diadopsi dari sistem satuan Inggris. Panjang dan jarak dinyatakan dalam inci, kaki, dan mil; berat dalam pon dan ton dari 2000 pon; serta suhu dalam derajat Fahrenheit. Sebagian besar penamaan satuan AS memang sama dengan satuan imperial Britania, namun kapasitas pengukurannya berbeda; galon AS dan pint AS setara dengan 83% dalam satuan imperial, sedangkan fluid ons AS 4% lebih besar dari fl.oz imperial. Menurut CIA World Factbook, Amerika Serikat adalah salah satu dari tiga negara di dunia yang tidak menggunakan sistem metrik Satuan Internasional (SI) sebagai sistem satuan berat dan ukuran resmi mereka. Meskipun demikian, penggunaan SI tetap dominan dalam bidang sains, kedokteran, teknologi, dan perdagangan internasional.",Di bidang manakah Satuan Internasional tetap dominan digunakan di Amerika?,"bidang sains, kedokteran, teknologi, dan perdagangan internasional",SPAN,908,974,B
600suii1SM_U9v151qZEv7q108,"Pada tingkat nasional dan regional, kepemimpinan dalam politik dan kelompok masyarakat sipil di Indonesia telah memainkan peran penting dalam hubungan antaragama, baik secara positif maupun negatif. Sila pertama Pancasila yang merupakan landasan filosofis Indonesia, yaitu Ketuhanan yang Maha Esa, sering menjadi pengingat toleransi beragama, meskipun kasus-kasus intoleransi juga telah terjadi. Sebagian besar orang Indonesia menganggap agama sebagai hal yang esensial dan bagian integral dari kehidupan.",Apa makna lain sila pertama pancasila dalam kehidupan sehari-hari?,pengingat toleransi beragama,SPAN,313,341,B
2224WT9qVEbYuJZkZlYlFqvu4039,"Setelah mendengar hasil hitung cepat dari berbagai lembaga survei, Jokowi menyatakan kemenangan pada 9 Juli. Namun, lawannya, Prabowo Subianto juga menyatakan kemenangan, membingungkan warga Indonesia. Pada 22 Juli, beberapa jam sebelum pengumuman hasil pilpres, Prabowo mengundurkan diri dari pilpres. KPU pun mengumumkan kemenangan Jokowi berjam-jam kemudian. KPU menyatakan Jokowi menang dengan 53,15% suara (70.997.859 pemilih), sementara Prabowo mendapatkan 46,85% (62.576.444 suara), meskipun kubu Prabowo membantah total ini.",Berapa jumlah orang yang memilih Prabowo?,62.576.444,SPAN,471,481,B
15115M-53_v3IHPgxyCKm4AQ1997,"Pada 27 Desember 2016, NCT 127 mengumumkan bahwa mereka akan melakukan penampilan kembali dengan penambahan dua anggota: Doyoung dan Johnny. Pada 5 Januari 2017, NCT 127 merilis dua musik video untuk Limitless dan menampilkan lagu tersebut di M Countdown . Album mini kedua mereka, Limitless, dirilis secara digital pada 6 Januari dan secara fisik pada 9 Januari. Album tersebut debut pada peringkat pertama di tangga lagu Billboard s World Albums, dan singel utamanya kemudian dipilih sebagai salah satu lagu K-pop terbaik pada tahun 2017 oleh Dazed.",Kapan mini album limitless secara fisik dirilis?,9 Januari,SPAN,353,362,B
20610DTWrltcqPvIP7325vbT1618,"Menurut bukti-bukti sejarah, Borobudur ditinggalkan pada abad ke-14 seiring melemahnya pengaruh kerajaan Hindu dan Buddha di Jawa serta mulai masuknya pengaruh Islam. Dunia mulai menyadari keberadaan bangunan ini sejak ditemukan 1814 oleh Sir Thomas Stamford Raffles, yang saat itu menjabat sebagai Gubernur Jenderal Inggris atas Jawa. Sejak saat itu Borobudur telah mengalami serangkaian upaya penyelamatan dan pemugaran (perbaikan kembali). Proyek pemugaran terbesar digelar pada kurun waktu 1975 hingga 1982 atas upaya Pemerintah Republik Indonesia dan UNESCO, kemudian situs bersejarah ini masuk dalam daftar Situs Warisan Dunia.",Kapankah pemugaran candi Borobudur dimulai ?,1975,SPAN,494,498,C
2712b_7wo5wra85_-rQQk4ow934,"Kekuatan industri dan ekonomi Jerman tumbuh pesat setelah penyatuan dan pendirian Kekaisaran pada tahun 1871. Sejak pertengahan 1890-an sampai seterusnya, pemerintahan Wilhelm II memakai basis industri ini untuk memanfaatkan sumber daya ekonomi dalam jumlah besar untuk membangun Kaiserliche Marine (Angkatan Laut Kekaisaran Jerman), yang dibentuk oleh Laksamana Alfred von Tirpitz, untuk menyaingi Angkatan Laut Kerajaan Britania Raya untuk supremasi laut dunia. Hasilnya, setiap negara berusaha mengalahkan negara lain dalam hal kapal modal. Dengan peluncuran tahun 1906, Imperium Britania memperluas keunggulannya terhadap pesaingnya, Jerman. Perlombaan senjata antara Britania dan Jerman akhirnya meluas ke seluruh Eropa, dengan semua kekuatan besar memanfaatkan basis industri mereka untuk memproduksi perlengkapan dan senjata yang diperlukan untuk konflik pan-Eropa. Antara 1908 dan 1913, belanja militer kekuatan-kekuatan Eropa meningkat sebesar 50 persen.",Kapan pengeluaran militer negara Eropa naik setengahnya?,Antara 1908 dan 1913,SPAN,873,893,C
719PmQpieO8CYor-psBwccz2829,"Diduga bahwa daftar tersangka komunis diberikan ke tangan Soeharto oleh CIA. Sebagai tambahan, CIA melacak nama dalam daftar ini ketika rezim Soeharto mulai mencari mereka. Dukungan yang tidak dibicarakan ini dari Pemerintah Amerika Serikat untuk rezim Soeharto tetap diam sampai invasi Timor Timur, dan terus berlangsung sampai akhir 1990-an. Karena kekayaan sumber daya alamnya dan populasi konsumen yang besar, Indonesia dihargai sebagai rekan dagang Amerika Serikat dan begitu juga pengiriman senjata tetapi dipertahankan ke rezim Soeharto. Ketika Soeharto mengumjungi Washington pada 1995 pejabat administratif Clinton dikutip di New York Times mengatakan bahwa Soeharto adalah orang seperti kita atau orang golongan kita .",Kenapa Indonesia dihargai sebagai rekan dagang Amerika Serikat?,Karena kekayaan sumber daya alamnya dan populasi konsumen yang besar,SPAN,344,412,B
956Prvd8MNNxoAkjTza4l1I531,"Soekarno dinyatakan lulus ujian insinyur pada tanggal 25 Mei 1926 dan pada Dies Natalis ke-6 tahun Bandung tanggal 3 Juli 1926 dia diwisuda bersama delapan belas insinyur lainnya. Prof. Jacob Clay selaku ketua fakultas pada saat itu menyatakan Terutama penting peristiwa itu bagi kita karena ada di antaranya 3 orang insinyur orang Jawa. Mereka adalah Soekarno, Anwari, dan Soetedjo, selain itu ada seorang lagi dari Minahasa yaitu Johannes Alexander Henricus Ondang.",Siapa saja nama insinyur yang berasal dari Jawa?,"Soekarno, Anwari, dan Soetedjo,",SPAN,352,383,B
991M6WF9u6tZAMeisG6gK8G426,"Di kancah perfilman, hiburan televisi, dan panggung teater Indonesia dan negara lain, ada beberapa aktor yang memerankan sosok Bung Karno. Semua aktor tersebut, tentu saja bermain dalam film dan panggung pertunjukan dan judul yang berbeda. Kebanyakan aktor itu, ketika mendapatkan tawaran main, merasa bangga karena memerankan tokoh besar, pahlawan proklamator, bapak pendiri bangsa, sekaligus presiden pertama Republik Indonesia.",Bagaimana perasaan para aktor ketika ditawarkan untuk memerankan soekarno?,merasa bangga,SPAN,295,308,A
2531wAQb5TOSCuVTwZGjz1rT1700,"Pada tanggal 7 Juni 1981, Israel membombardir reaktor nuklir Osirak milik Irak pada Operasi Opera. Badan intelijen Israel, Mossad, mencurigai reaktor nuklir tersebut akan digunakan Irak untuk mengembangkan senjata nuklir. Pada tahun 1982, Israel melakukan intervensi pada Perang Saudara Lebanon untuk menghancurkan basis-basis serangan Organisasi Pembebasan Palestina di Israel Utara. Intervensi ini kemudian berkembang menjadi Perang Lebanon Pertama. Israel menarik pasukannya dari Lebanon pada tahun 1986. Intifada Pertama yang merupakan perlawanan rakyat Palestina terhadap pemerintahan Israel terjadi pada tahun 1987, menyebabkan terjadinya kekerasan di daerah pendudukan Israel. Selama 6 tahun berikutnya, lebih dari seribu orang tewas, kebanyakan merupakan korban kekerasan internal warga Palestina. Selama Perang Teluk 1991, PLO dan kebanyakan warga Palestina mendukung Saddam Hussein dan Irak dalam melancarkan serangan misil terhadap Israel.",Kapankah Israel membombardir reaktor nuklir Osirak milik Irak ?,7 Juni 1981,SPAN,13,24,B
26276wka1rfL0BiynIYM718e2346,"Sekitar bulan Juni 2005, Presiden SBY memulai layanan pesan singkat (SMS) ke nomor telepon seluler 0811109949, namun esok harinya terjadi gangguan teknis karena banyaknya SMS yang masuk. Kemudian diganti dengan SMS ke 9949, setelah itu SMS akan dipilih dan disampaikan ke presiden. Nomor 9949 adalah kode angka tanggal lahirnya, yaitu 9 September 1949.",Apa arti dari angka 9949?,kode angka tanggal lahirnya,SPAN,300,327,B
1357dHKRJVVa-pcJ70XOotOx801,"FDR bukan satu-satunya kelompok yang menentang rasionalisasi Hatta. Di antara satuan militer yang mulai menentang pemerintahan Hatta adalah Divisi IV, yang lebih dikenal dengan Divisi Senopati, yang ditempatkan di Solo dan ditempatkan di bawah komando Kolonel Sutarto. Seperti FDR, Divisi IV juga kecewa dengan rasionalisasi Hatta dan memprotes program tersebut pada tanggal 20 Mei 1948. Keputusan Hatta untuk memasukkan Divisi IV ke dalam Divisi I akan menempatkan Kolonel Sutarto pada posisi perwira cadangan. Sutarto dan prajuritnya mengabaikan instruksi itu dan mulai mengatur kembali divisi mereka sendiri. Mereka mengubah Divisi IV menjadi satuan militer siap tempur yang mendapat dukungan dari mayoritas penduduk Solo dan pengikut FDR. Mereka menamakan unit ini Divisi Pertempuran Panembahan Senopati. Sutarto dibunuh secara misterius pada 2 Juli 1948. Bagi mereka yang pro-FDR, pembunuhan ini dianggap sebagai bagian dari program rasionalisasi Hatta.",Apa akibat dari penggabungan divisi iv dan divisi i pada program rasionalisasi?,menempatkan Kolonel Sutarto pada posisi perwira cadangan,SPAN,454,510,C
701k_RQvhmFwArZx0ORLSmx2876,"Setamat Sekolah Rendah (SR) empat tahun, Soeharto disekolahkan oleh orang tuanya ke sekolah lanjutan rendah di Wonogiri. Setelah berusia 14 tahun, Soeharto tinggal di rumah Hardjowijono. Hardjowijono adalah teman ayahnya yang merupakan pensiunan pegawai kereta api. Hardjowijono juga seorang pengikut setia Kiai Darjatmo, tokoh agama terkemuka di Wonogiri waktu itu.","Saat usia 14 tahun, dimana Soeharto tinggal?",di rumah Hardjowijono,SPAN,164,185,B
963hj2Qz6EQ6THhVWXKuc_U511,"Pada saat kedatangan Sekutu (AFNEI) yang dipimpin oleh Letjen. Sir Phillip Christison, Christison akhirnya mengakui kedaulatan Indonesia secara de facto setelah mengadakan pertemuan dengan Presiden Soekarno. Presiden Soekarno juga berusaha menyelesaikan krisis di Surabaya. Namun akibat provokasi yang dilancarkan pasukan NICA (Belanda) yang membonceng Sekutu (di bawah Inggris), meledaklah Peristiwa 10 November 1945 di Surabaya dan gugurnya Brigadir Jenderal A.W.S Mallaby.",Mengapa peristiwa 10 November 1945 terjadi?,akibat provokasi yang dilancarkan pasukan NICA (Belanda) yang membonceng Sekutu (di bawah Inggris),SPAN,280,379,B
17839rNVzte3BRZvP4qWRMqo3466,"Amerika Serikat adalah importir barang terbesar pertama dan eksportir terbesar kedua di dunia, meskipun ekspor per kapita nya masih agak rendah. Pada tahun 2010, total defisit perdagangan Amerika Serikat adalah $635 biliun. Kanada, RRC, Meksiko, Jepang, dan Jerman adalah mitra perdagangan utama AS. Pada 2010, minyak adalah komoditas impor terbesar, sedangkan alat transportasi adalah komoditas ekspor terbesar Amerika Serikat. RRC dan Jepang adalah dua negara asing terbesar pemegang utang publik AS.",Bahan apakah yang paling tinggi jumlah impornya oleh AS pada tahun 2010?,minyak,SPAN,311,317,A
978MffUzw1E-fEffOOZYYot467,"Namun foto-foto itu akhirnya tak jadi disebarluaskan. Banyak versi kenapa CIA batal menyebarkan adegan mesum itu. Sebagian peneliti menilai kampanye hitam seperti itu tak mempan untuk menjatuhkan Soekarno. Apalagi ada mitos yang percaya jika seorang laki-laki gagah dan berkuasa, maka dirasa sah-sah saja berhubungan dengan banyak wanita, terutama mengingat bahwa raja-raja di Nusantara pun dulu memiliki banyak istri dan selir. Nasib akhir dari film yang berjudul Happy Days pada akhirnya tak pernah dilaporkan.",Apa judul film CIA tersebut?,Happy Days,SPAN,465,475,C
2386qMf0MKowAfp8GBBNMPlr3678,"Selama hidupnya Muhammad menikah dengan 11 atau 13 orang wanita (terdapat perbedaan pendapat mengenai hal ini). Pada umur 25 Tahun ia menikah dengan Khadijah, yang berlangsung selama 25 tahun hingga Khadijah wafat. Pernikahan ini digambarkan sangat bahagia, sehingga saat meninggalnya Khadijah (yang bersamaan dengan tahun meninggalnya Abu Thalib pamannya) disebut sebagai tahun kesedihan.",Peristiwa apa yang terjadi hampir bersamaan dengan meninggalnya Khadijah?,meninggalnya Abu Thalib pamannya,SPAN,323,355,B
929dPT0tABWxMMojg5QUiX02541,"Program stabilsasi ini dilakukan dengan cara membendung laju inflasi. Pemerintah Orde Baru berhasil membendung laju inflasi pada akhir tahun 1967-1968, tetapi harga bahan kebutuhan pokok naik melonjak. Sesudah dibentuk Kabinet Pembangunan pada bulan Juli 1968, pemerintah mengalihkan kebijakan ekonominya pada pengendalian yang ketat terhadap gerak harga barang khususnya sandang, pangan, dan kurs valuta asing. Sejak saat itu ekonomi nasional relatif stabil, sebab kenaikan harga bahan-bahan pokok dan valuta asing sejak tahun 1969 dapat dikendalikan pemerintah.",Bagaimanakah program stabilisasi dijalankan ?,dengan cara membendung laju inflasi,SPAN,33,68,B
869yPJxiVsQSnIU0zG1C_9m2700,"Bola basket menjadi salah satu olahraga yang paling digemari oleh penduduk Amerika Serikat dan penduduk di belahan bumi lainnya, antara lain di Amerika Selatan, Eropa Selatan, Lithuania, dan juga di Indonesia. Banyak kompetisi bola basket yang diselenggarakan setiap tahun, seperti British Basketball League (BBL) di Inggris, National Basketball Association (NBA) di Amerika, dan Indonesia Basketball League (IBL) di Indonesia. Bola basket merupakan salah satu cabang olahraga yang menuntut VO2 max tinggi. Dengan latihan VO2 max ini dapat ditingkatkan yang menghasilkan peningkatan hanya berkisar 25% dari kondisi awal latihan. Dari latihan tersebut elebihnya ditentukan oleh potensi fisik yang ada pada setiap individu. Bola basket merupakan cabang olahraga dengan waktu istirahat yang lebih lama, sehingga dapat memanfaatkan teknik recovery dengan tepat.",Berapa persenkah V02 max yang dapat ditingkatkan dengan latihan ?,25% dari kondisi awal latihan,SPAN,598,627,B
2142esGir_4_h9voaRtDNIdz4245,"Kedatangan Sunan Ampel ke Majapahit diperkirakan terjadi awal dasawarsa keempat abad ke-15, yakni saat Arya Damar sudah menjadi Adipati Palembang sebagaimana riwayat yang menyatakan bahwa sebelum ke Jawa, Raden Rahmat telah singgah ke Palembang. Menurut Thomas W. Arnold dalam The Preaching of Islam (1977), Raden Rahmat sewaktu di Palembang menjadi tamu Arya Damar selama dua bulan, dan dia berusaha memperkenalkan Islam kepada raja muda Palembang itu. Arya Damar yang sudah tertarik kepada Islam itu hampir saja diikrarkan menjadi Islam. Namun, karena tidak berani menanggung risiko menghadapi tindakan rakyatnya yang masih terikat pada kepercayaan lama, ia tidak mengatakan keislamannya di hadapan umum. Menurut cerita setempat, setelah memeluk Islam, Arya Damar memakai nama Ario Abdillah.",Di mana Raden Rahmat sempat singgah sebelum ke Jawa?,Palembang,SPAN,235,244,B
2987jq09CSEi-lBZSSYtX9tj3892,"Meski Angkatan Darat Merah mempersiapkan serangan balasan strategis sebelum perang, Barbarossa memaksa komando tertinggi Soviet mengadopsi pertahanan strategis. Sepanjang musim panas, Poros berhasil menerobos jauh ke dalam wilayah Soviet, mengakibatkan kerugian besar dalam hal personel dan material. Pada pertengahan Agustus, Komando Tinggi Angkatan Darat Jerman memutuskan menunda serangan oleh Army Group Centre yang kecil dan mengalihkan Satuan Panzer ke-2 untuk membantu tentara yang maju melintasi Ukraina tengah dan Leningrad. Serangan Kiev sukses besar dan berakhir dengan pengepungan dan penghancuran empat unit pasukan Soviet, serta memungkinkan pergerakan lebih lanjut di Krimea dan Ukraina Timur yang industrinya maju (Pertempuran Kharkov Pertama).Sayangnya, pembagian kekuatan ini membuat momentum serangan ke Moscow hilang, dan Sovyet memiliki waktu untuk memperkuat diri.",Apa tujuan Jerman menunda serangan dan mengalihkan Satuan Panzer ke-2?,membantu tentara yang maju melintasi Ukraina tengah dan Leningrad,SPAN,467,532,B
2126DJgUbSL5sAmvrHK4b6i71432,"Pada awal Agustus, Soedirman mendekati Soekarno dan memintanya untuk melanjutkan perang gerilya; Soedirman tidak percaya bahwa Belanda akan mematuhi Perjanjian Roem-Royen, belajar dari kegagalan perjanjian sebelumnya. Soekarno tidak setuju, yang menjadi pukulan bagi Soedirman. Soedirman menyalahkan ketidak-konsistenan pemerintah sebagai penyebab penyakit tuberkulosisnya dan kematian Oerip pada 1948, ia mengancam akan mengundurkan diri dari jabatannya, namun Soekarno juga mengancam akan melakukan hal yang sama. Setelah ia berpikir bahwa pengunduran dirinya akan menyebabkan ketidakstabilan, Soedirman tetap menjabat, dan gencatan senjata di seluruh Jawa mulai diberlakukan pada tanggal 11 Agustus 1949.",Apakah yang menjadi penyebab TBC nya menurut Soedirman ?,ketidak-konsistenan pemerintah,SPAN,300,330,B
2684Tsl9g-K98ihJB9COTF6d1010,"Terdapat universitas publik seperti Universitas Malaya, Universitas Sains Malaysia, Universitas Putra Malaysia Universitas Teknologi Malaysia, Universitas Teknologi Mara, dan Universitas Kebangsaan Malaysia. Universitas swasta juga mendapatkan reputasi yang cukup untuk pendidikan bermutu internasional dan banyak siswa-siswi dari seluruh dunia berminat memasuki universitas-universitas itu. Misalnya Multimedia University, Universitas Teknologi Petronas, dan lain-lain. Sebagai tambahan, empat universitas bereputasi internasional telah membuka kampus cabangnya di Malaysia sejak 1998. Sebuah kampus cabang dapat dilihat sebagai ‘kampus lepas pantai’ dari universitas asing, yang memberikan kuliah dan penghargaan yang sama seperti kampus utamanya. Siswa-siswi lokal maupun internasional dapat meraih kualifikasi asing identik ini di Malaysia dengan biaya rendah. Kampus cabang universitas asing di Malaysia adalah: Monash University Malaysia Campus, Curtin University of Technology Sarawak Campus, Swinburne University of Technology Sarawak Campus, dan University of Nottingham Malaysia Campus.",Apa saja universitas swasta di malaysia yang banyak menarik minat seluruh dunia?,"Multimedia University, Universitas Teknologi Petronas",SPAN,401,454,B
841hinfHVUUAR8bWXtEBCsQ2775,"Kabinet Jepang beranggotakan Perdana Menteri dan para menteri. Perdana Menteri adalah salah seorang anggota parlemen dari partai mayoritas di Majelis Rendah. Partai Demokrat Liberal (LDP) berkuasa di Jepang sejak 1955, kecuali pada tahun 1993. Pada tahun itu terbentuk pemerintahan koalisi yang hanya berumur singkat dengan partai oposisi. Partai oposisi terbesar di Jepang adalah Partai Demokratis Jepang.",Kapankah LDP tidak berkuasa di Jepang ?,tahun 1993,SPAN,232,242,B
2666vJpSGujkwt27p7tp6O901063,"Jasa telekomunikasi antarkota disediakan di Malaysia Barat terutama oleh riley radio gelombang pendek. Telekomunikasi internasional disediakan melalui kabel bawah laut dan satelit. Salah satu perusahaan telekomunikasi terpenting dan terbesar di Malaysia adalah Telekom Malaysia (TM), yang menyediakan produk-produk dan pelayanan dari sambungan tetap, sambungan bergerak, juga jasa akses Internet dial-up dan broadband . TM memiliki semi-monopoli jasa sambungan telepon tetap di negara ini.",Bagaimana sistem telekomunikasi internasional dapat tersedia di Malaysia?,melalui kabel bawah laut dan satelit,SPAN,143,179,B
625ZwZR45NRbfMFQ0oVKYjz41,"Pada tanggal 6 Agustus 1945 sebuah bom atom dijatuhkan di atas kota Hiroshima Jepang oleh Amerika Serikat yang mulai menurunkan moral semangat tentara Jepang di seluruh dunia. Sehari kemudian, Badan Penyelidik Usaha-Usaha Persiapan Kemerdekaan (disingkat BPUPK; Dokuritsu Junbi Chōsa-kai), berganti nama menjadi Panitia Persiapan Kemerdekaan Indonesia (disingkat PPKI; Dokuritsu Junbi Iin-kai), untuk lebih menegaskan keinginan dan tujuan mencapai kemerdekaan Indonesia. Pada tanggal 9 Agustus 1945, bom atom kedua dijatuhkan di atas Nagasaki, yang menyebabkan Jepang menyerah kepada Amerika Serikat dan sekutunya. Momen ini pun dimanfaatkan oleh Indonesia untuk memproklamasikan kemerdekaannya.",Mengapa Jepang menyerah kepada AS?,bom atom kedua dijatuhkan di atas Nagasaki,SPAN,500,542,B
1156df4-3lXjk7sDVJcyLHlO3283,"Sebagai presiden Indonesia selama lebih dari 30 tahun, Soeharto telah banyak memengaruhi sejarah Indonesia. Dengan pengambil alihan kekuasaan dari Soekarno, Soeharto dengan dukungan dari Amerika Serikat memberantas paham komunisme dan melarang pembentukan partai komunis. Dijadikannya Timor Timur sebagai provinsi ke-27 (saat itu) juga dilakukannya karena kekhawatirannya bahwa partai Fretilin (Frente Revolucionaria De Timor Leste Independente / Front Revolusi untuk Kemerdekaan Timor Timur) akan berkuasa di sana bila dibiarkan merdeka. Hal ini telah mengakibatkan menelan ratusan ribu korban jiwa sipil. Sistem otoriter yang dijalankan Soeharto dalam masa pemerintahannya membuatnya populer dengan sebutan Bapak, yang pada jangka panjangnya menyebabkan pengambilan keputusan-keputusan di DPR kala itu disebut secara konotatif oleh masyarakat Indonesia sebagai sistem ABS atau Asal Bapak Senang .",Sistem apa yang dijalankan oleh Soeharto pada saat menjabat sebagai Presiden?,Sistem otoriter,SPAN,607,622,B
