id,question,answer,category,classification
7201GV7Ue0Cd9oNYVERMrHM2828,Berapa banyak komposisi MPR yang ditunjuk oleh Presiden Soeharto?,20%,SPAN,C
2099-acnCQhCOzxPYUMuFfmt1511,Kapanakah upacara penanaman pohon Bodhi di candi Borobudur dilakukan ?,10 Maret 1934,SPAN,B
2365rte00Z2XRNdvvCufE-9W3720,Apa arti gelar Al-Amin dari Nabi Muhammad SAW?,orang yang dapat dipercaya,SPAN,B
1403de07gs-9JpPhLkY3NXmx678,Siapa nama ibu dari kartini?,M.A. Ngasirah,SPAN,C
1012HoYF9QrGUlI-8WclyplG375,Berapa jumlah penduduk dunia yang termasuk dalam negara demokrasi liberal?,38 persen penduduk dunia.,SPAN,C
1605jMKtP3m0NMd6-E_YJmsm1225,Apakah perbatasan Singapura dan Indonesia ?,Selat Singapura di selatan,SPAN,C
2617lIcTuHq8N8es-n39g3012366,Pada tanggal berapa SBY mendapatkan gelar doktor kehormatan dari Universitas Thammasat?,15 Desember 2005,SPAN,B
940e-OjeYG8x4-T5kU7TrIZ579,Mengapa kabar kemerdekaan terlambat tersebar ke luar pulau jawa?,Wilayah Indonesia yang sangat luas,SPAN,A
1161q6jwfFLoe3yAdsycwsj33268,Berapa lama B.J. Habibie menjabat sebagai Presiden?,1 tahun dan 5 bulan,SPAN,C
1237-igIa0nSFzHyYKR3NSy73048,Pada tahun berapa Republik Texas dianeksasi oleh Amerika Serikat?,1854,SPAN,C
1944pItIJgcM-r7jQqPj2HMs2314,Kapan kekhalifahan juga dibubarkan?,3 Maret 1924,SPAN,B
1997fwZQw2OagHTAFRRNBLie2213,Apa yang menyebabkan gangguan besar perubahan demografi?,Wabah penyakit dan kelaparan,SPAN,C
1355DqKO8ByX-dB6SOPvmL5p807,Berapa jumlah tentara pada masa awal program rasionalisasi?,160.000,SPAN,B
2477Wk5b58ywNkmGHha3UgSX1831,Siapakah anggota pertama ASEAN diluar 5 negara pembentuk ?,Brunei Darussalam,SPAN,A
1967lfLDTgzkA9Gl59C3V4Dz2260,Pada tahun berapa Samuel Morse menerima paten telegraf?,1847,SPAN,B
888Xb_uMPfibcJslsiGts6V2656,Apakah yang diatur pada perintah Allah kesembilan dan kesepuluh menurut St. Agustinus ?,pikiran-pikiran personal,SPAN,B
2496IsKGXtB1XHAUH-HYoq6R1791,Apakah terbitan utama PKI ?,Harian Rakjat dan Bintang Mera,SPAN,C
950DO8nI2LTiizfgJEJOjpc551,Apa yang terjadi setelah pertanggungjawaban soekarno ditolak oleh MPRS pada tahun 1967?,Soekarno diberhentikan dari jabatannya sebagai presiden pada Sidang Istimewa MPRS pada tahun yang sama dan Soeharto menggantikannya sebagai pejabat Presiden Republik Indonesia.,SPAN,C
1184C_LA1pOBVN-7HWp0PVT03205,Gelar takhta apa yang dipakai oleh khalifah - khalifah Abbasiyah?,al-Manshur,SPAN,C
9800iElAh33OivZxcm_4tCk461,Apa nama surat yang ditandatangani oleh Soekarno?,Surat Perintah Sebelas Maret,SPAN,B
2170euqbnyjNM_3BjmlETtrd4170,Di mana daerah kekusaan Majapahit pada era Wikramawardhana?,"Indragiri, Jambi dan Palembang",SPAN,B
1817Ngtonx42zKkYoB0lwkwC3392,Apa yang menyebabkan turunnya peringkat AS dalam hal angka harapan hidup?,Meningkatnya obesitas di AS dan semakin majunya kesehatan di negara-negara lain,SPAN,C
25850Dtx8v5Mh2YjRyU4T3sp2426,Tombak Kiai terbuat dari apa?,terbuat dari kayu dengan dilapisi benang hitam dan dipercaya dapat memberikan perlindungan dan peringatan datangnya bahaya,SPAN,A
1435t5gBGAM2so8S89BXRimx589,Apa saja negara yang berusaha menguasai selat Malaka?,"Portugis (di Melaka), Kesultanan Johor, dan Kesultanan Aceh",SPAN,C
2622zT1yF5wKsaK2A4uT7mDp2355,Pada tanggal berapa Jusuf Kalla menjadi ketua baru Golkar?,19 Desember 2004,SPAN,B
2009W5TM6PRERuoWbljEo4Be2196,Aliran sastra apa yang mainstream di kesultanan?,Syair,SPAN,A
2397i5VYVXlITz1PA_p-X_0X3653,Apa sebutan ilmu yang membahas penyebab ayat-ayat Al-Qur'an diturunkan?,Asbabun Nuzul,SPAN,B
25182PdyMWkPXSFPNo4-wt5J1740,Siapakah yang diberikan Tanah Israel oleh Tuhan ?,tiga Patriark Yahudi,SPAN,B
2014iXQTylPiy0Z1L1FvuIJ62183,Apa saja yang mempengaruhi Arsitektur Utsmaniyah?,"arsitektur Persia, Yunani Bizantium, dan Islam",SPAN,C
1487U3qYzmS-i3I4p64DrXQr2037,Kapan kelompok Soejadi merebut kanto DPP PDI?,27 Juli 1996,SPAN,B
2351OjCB7Jc7RLtLp2D0LO6_3755,Negara manakah yang bergabung sebagai afiliat IBF pada tahun 1936?,India,SPAN,B
11938B6Igqu2WhcVLVswrYFh3178,Apa salah satu inovasi besar pada masa kekhilafahan saat itu?,"diterjemahkannya karya-karya di bidang pengetahuan, sastra, dan filosofi dari Yunani, Persia, dan Hindustan.",SPAN,C
1201NDB1j3x1mhteENUtx2Uf3153,Bagaimana kekuatan militer Abbasiyah pada awal abad kesembilan?,mulai mengalami kemunduran,SPAN,B
2425ZfkdzdzBm04_UVw5uDTZ3607,Kepada siapa agen CIA yang tidak percaya pada tindakan PKI mengirim telegram pada 6 Oktober?,Presiden Johnson,SPAN,B
2717hIRcFjckTs_q0EnnEVyr919,Apa yang diyakini oleh Austria-Hongaria akan dilakukan oleh Jerman?,akan melindungi perbatasan utaranya dari serbuan Rusia,SPAN,B
1589mo7D-joKXh635Vo4Jd911266,Dimanakah Budi Utomo berdiri ?,Jakarta,SPAN,B
680rqH8TA5zhf68ANHAiKGW2927,apa arti semboyan bhineka tunggal ika?,Berbeda-beda tetapi tetap satu,SPAN,A
300888hdakH4X_s3IFSxziMa3844,Apa rencana operasi Jepang yang pertama?,"melawan posisi Britania di Assam, India",SPAN,C
25011ioqTMWVMDxHE8EGAltr1778,Berapakah perkiraan anggota PKI beserta organisasi sayapnya ?,seperlima dari seluruh rakyat Indonesia,SPAN,C
718lHRShvhKKwv-68koIpPE2830,Berapa banyak orang yang diesekusi?,2 juta orang,SPAN,C
1167rHEYHtG_H7cMU-f8Fs4k3252,Apa efek dari penerapan UU Otonomi Daerah?,gejolak disintegrasi yang diwarisi sejak era Orde Baru berhasil diredam,SPAN,C
713-mcsQX--u0E9HOv0wOBY2846,Kapan penunjukan Soeharto sebagai presiden?,22 Februari 1967,SPAN,A
647GmaUXD9I5MZkvW1GqNBE3013,Perusahaan apa saja yang juga mengupload konten di youtube?,"CBS, BBC, Vevo, Hulu, dan organisasi lain",SPAN,B
2527r9ku1IGBOQ1OmZhZuOtm1712,Apakah penyebab perang enam hari oleh negara-negara Arab?,Israel kemudian melancarkan serangan terhadap pangkalan angkatan udara Mesir,SPAN,A
2354kkPujXID5RmnkRVl9iSj3747,Kapan Nabi Muhammad SAW menerima wahyu pertama dari Allah SWT?,usia ke-40,SPAN,C
1797wFst44zDF00H-0mOIT9O3439,Apa nama bandara tersibuk di Amerika?,Bandar Udara Internasional Hartsfield-Jackson Atlanta,SPAN,C
2597oOL_7CB6tThxfotDFYvs2399,Bangsa Romawi mengusir semua orang Yahudi dari wilayah Yudea dan Samaria dan menggantinya dengan nama apa?,Palestina,SPAN,B
615lwmbisxTxihwSWql1wTV71,Siapa sutradara film Darah dan Doa?,Usmar Ismail,SPAN,B
2353oF79-Zc0tRIFC0bsyHCL3750,Siapakah yang mengasuh Nabi Muhammad SAW setelah menjadi yatim piatu?,Abdul Muthalib,SPAN,B
1354evL5v3vzH55HvCkXDwJT808,Apa peraturan yang menjadi dasar dari program rasionalisasi Hatta?,Keputusan Presiden No.9 tahun 1948,SPAN,B
2576l9x6n1fNR9Eyt67rO1Sa2443,Pada usia berapa Raden Mas Sarkumo meninggal?,14 tahun,SPAN,B
2166jcvCXmlprvHV3vNw6N8Q4184,Kapan Hayam Wuruk meninggal dunia?,tahun 1389,SPAN,B
2657hOs_wmY_BN0133ij4AYu1087,Berapa nilai ringgit sebelum terjadi krisis?,"MYR 2,50 per USD",SPAN,B
2076zzQUlwU64C-IvPfAQ3dP1572,Siapakah ketua masyarakat arkeologi di Yogyakarta pada 1885 ?,Yzerman,SPAN,B
2707KB1tO6YYJq35qJk9l8AN946,Mengapa perang dunia ii dapat terjadi?,kekalahan Jerman dan masalah dengan Traktat Versailles,SPAN,C
557uKN2383p384ghLRsx8AW237,Kapan sistem tanam paksa dilakukan?,abad ke-19,SPAN,A
1944pItIJgcM-r7jQqPj2HMs2313,Pada tahun berapa Utsmaniyah menaklukan Mesir?,1517,SPAN,A
1985AHITudGoVRe60XPTH_s32229,Kapan Aljazair dan Mesir masuk Kesultanan Utsmaniyah?,1517,SPAN,A
2418I5yqyRb98QY4tLtXIn9_3621,Mengapa A.H. Nasution setuju dengan usulan Ganyang Malaysia yang dilancarkan oleh Soekarno?,karena ia mengkhawatirkan isu Malaysia ini akan ditunggangi oleh PKI,SPAN,C
24403xNlc7XEY3nh7XxknbP31918,Apa sajakah sektor yang digeluti yayasan Del ?,"sektor pendidikan, teknologi, kesehatan, kemanusiaan dan membangun panti asuhan",SPAN,B
2693xNMD-j6qs0jX-U23Wf0I985,Di mana dapat ditemukan suku tionghoa yang menguasai bahasa inggris?,"Kuala Lumpur, Petaling Jaya, dan Penang",SPAN,B
27022m_6d9JgE_7EsYFGaMM8958,Apa yang malaikat lakukan?,menyembah Allah dan selalu taat kepada-Nya,SPAN,B
1578v7s2xtga3UWShr9dGwp01295,Siapakah yang ditunjuk Presiden Soekarno untuk menjadi Panglima TKR ?,Suprijadi,SPAN,C
2196AkNG1_y8EyrFRQMGcbBm4107,Dari mana saja pedagang yang tertarik kepada kemahsyuran Wilwatikta?,"India, Khmer, Siam, dan Tiongkok",SPAN,B
982TPLydrP2xNnL4eYgSPrZ453,Apa yang diputuskan pada sidang istimewa MPRS?,"mencabut kekuasaan Presiden Soekarno, mencabut gelar Pemimpin Besar Revolusi dan mengangkat Soeharto sebagai Presiden RI",SPAN,C
2433ieX4QNZiiR5HKqVqo0kv3595,Apa himbauan Soekarno kepada rakyat pada tanggal 6 Oktober?,menciptakan persatuan nasional,SPAN,B
2227o9jqTZWB_ogYuEBs_sii4028,Apa yang berhasil didapatkan Jokowi dari APEC?,komitmen investasi senilai Rp300 Triliun,SPAN,B
26269UMEj-lV4oQGbZ0tTTK82349,Siapa yang menentang UKP4R?,Partai Golkar,SPAN,B
2725lLg7uHCwU2triDIo3B-h898,Apa akibat dari mundurnya pasukan Aljazair?,terbentuk celah sepanjang enam kilometer (empat mil) terbuka di lini Sekutu yang segera dimanfaatkan Jerman,SPAN,C
613XW7YAciAiMgfISN_tpEO77,Benda apa yang memudahkan pedagang makanan keliling untuk meletakkan makanan yang dijualnya?,gerobak atau pikulan,SPAN,B
2069QCdzCbUZyNgMproHhJws1594,Mengapa bentang alam dan Topografi candi Borobudur berubah ?,Aliran sungai dan aktivitas vulkanik,SPAN,B
11638Nq_dIQoWFn79xtu-dd53263,Dari wilayah manakah Marga Habibie berasal?,Kabila,SPAN,B
912n1fA7q16KhBjbKDrE9DY2590,Dimanakah salah satu tempat pengasingan kader Partai Komunis Indonesia ?,Pulau Buru,SPAN,A
15476Ulo5UDthwWLMYPAIvDH1373,Mengapa Hatta menolak untuk memimpin PNI ?,Hatta sendiri merasa perlu untuk menyelesaikan studinya terlebih dahulu,SPAN,C
2990PpCl1FO8CeALdKK62kl93886,Kapan Soviet berencana memulai serangan balasannya ke Jerman?,5 Desember,SPAN,C
562Shx8P6CL03azbpL7QEd3224,Apa yang terjadi kepada WNI yang berada diluar negeri pada zaman Soeharto?,dicabut kewarganegaraannya,SPAN,C
1145CdbMPhBl1m3XpPiJVufo3316,Apa tuduhan Petisi 50 kepada Soeharto?,"menciptakan negara satu partai, beberapa pemimpinnya dipenjarakan.",SPAN,C
2700ouBGuI-BEf84sS7uN4t6963,Apa nama surga tertinggi dalam agama islam?,Surga Firdaus,SPAN,B
2211wsW8oNaSRcLGzwyfLWhi4066,Pada tanggal berapa Jokowi menerima perintah dari Megawati?,14 Maret 2014,SPAN,B
12281NX5BUaKvLMrzAwIIu6k3071,Berasal darimanakah penduduk asli di dataran Amerika?,bermigrasi dari Asia,SPAN,B
1373md66uV8NUYn6tLcFPoUa755,Di mana agama Buddha tersebar di asia tenggara?,"Thailand, Myanmar, dan Laos serta Vietnam",SPAN,C
1025Ra_IZNvQuUI7Ec5aTeot341,"Menurut arkeolog, kapan manusia purba mulai menghuni Jepang?",600.000 tahun yang lalu,SPAN,B
1742jdkwyvzoxAod7udXGbWH3576,Kapan AS membeli Alaska dari Rusia?,tahun 1867,SPAN,A
54482QW5OfFiQVIWiIpVI2E277,Nama sosiasi negara-negara se-Asia Tenggara adalah,ASEAN,SPAN,A
1382_Yx0YcqIkER15lL0Mw_j730,Apa nama konferensi yang dilaksanakan pada tahun 1949?,Konferensi Meja Bundar,SPAN,B
9100HQlpvSt_OwVnpYpqMFu2596,Mengapa pembubaran Partai Komunis Indonesia disambut baik oleh masyarakat ?,karena merupakan salah satu realisasi dari Tritura,SPAN,C
1175kIOD5y8d7_nFY3yGAH-q3230,Siapakah yang melakukan propaganda tersebut?,Bani Abbas,SPAN,B
2615nIRZaSedAQN4xOsUpgWf2369,Pada tahun berapa SBY bergabung pada Partai Demokrat?,2003,SPAN,A
63954swC8JcouCYEJsZyw4b3036,Media outlet apa yang berbahasa mandarin?,Harian Indonesia,SPAN,B
892B8GiS_zkJfKANp04UQhD2649,Berapakah poin bagi tim pemenang pada pertandingan resmi ?,3 poin,SPAN,B
2595p6qxVIXlogFl1fTrX8fj2404,Kemana pasukan Romawi mundur?,ke kota Yerusalem,SPAN,C
1435t5gBGAM2so8S89BXRimx590,Di mana sultan terakhir melaka wafat?,"Kampar, Riau, Sumatra",SPAN,B
1963LYeJkFeQGNvt6xtitv6o2268,Pada tahun berapa Percetakan Muteferrika menerbitkan buku pertamanya?,1729,SPAN,B
2716YlsdHqDkaN4VKLmk5cAm923,Apa respon Prancis terhadap rencana Shlieffen?,memerintahkan tentaranya mundur 10 km dari perbatasan untuk menghindari insiden apapun,SPAN,C
1031ZvlfbMyu93rSJ9xhYFCe323,Mengapa jepang dapat memperluas wilayah dan pengaruh pada perang dunia ke 1?,epang berada di pihak Sekutu yang menang,SPAN,C
11547MyYfAO2SJjFtK6lH5ci3289,Berapa persen sumbangan pengusaha yang dihimbau dalam Keppres Nomor 90 Tahun 1995?,2 persen dari keuntungannya,SPAN,C
695M95U1ZWSZiatzYpCAxVB2886,pada tahun berapa pemberitaan yang menurunkan kisah Soeharto adalah anak dari padmodipuro?,1974,SPAN,B
2351OjCB7Jc7RLtLp2D0LO6_3756,Nama apakah yang diusulkan sebagai pengganti International Badminton Federation pada September 2006?,Badminton World Federation (BWF),SPAN,A
1580Swc8yb1vcok9FztLAWLx1290,Kapankah Soekarno memecah pucuk pimpinan TNI ?,2 Januari 1948,SPAN,B
1983DSmGEvLUNx1_qYJNeZZv2235,Apa itu sistem Nizamiye?,"yaitu hukum sipil yang mengatur pernikahan, perceraian, tunjangan, wasiat, dan status pribadi lainnya",SPAN,C
2113j9ajPk3B-jbp1vJIl71A1468,Siapakah yang memimpin penyerangan pasukan sekutu di Ambarawa ?,Isdiman,SPAN,B
2463j88tc1ZRrsqGuky-lBg71866,Apakah faktor penentu cara masyarakat menghadapi orang yang memiliki kebudayaan yang berbeda ?,"eberapa besar perbedaan kebudayaan induk dengan kebudayaan minoritas, seberapa banyak imigran yang datang, watak dari penduduk asli, keefektifan, dan keintensifan komunikasi antar budaya, dan tipe pemerintahan yang berkuasa",SPAN,C
652LiD_APWuMXugNPF6gw3S2997,Siapa pesaing Youtube?,Hulu,SPAN,C
1822rHcCQAy-f_rt_yufMqKb3383,Apa itu American Dream?,anggapan bahwa kehidupan sosial di Amerika lebih baik,SPAN,C
844wRITrjdtv1BhdX6qAgxD2767,Siapakah donor ODA terbesar kelima di dunia ?,Jepang,SPAN,B
1345JzmbSlEwtFkj07wPh-DW836,Apa jataban kementerian yang diamanahkan kepada Puan Maharani?,Menteri Koordinator Pengembangan Manusia dan Kebudayaan.,SPAN,A
589hVu_utDk4vFRJ8mJGyL0141,Berapa banyak jumlah penduduk Indonesia pasca kemerdekaan?,97 juta,SPAN,A
2544HudU0nsQ8gvIycLuberP2498,Pada tahun berapa Kerta Pengalasan lahir?,1795,SPAN,B
1192qu70aQV6bzoD2MwG1aT83181,Siapakah yang terkenal dalam bidang kimia?,Jabir ibn Hayyan,SPAN,B
1579OPjVMaCxctlZmUpiZzrp1292,Siapakah pucuk pucuk pimpinan TNI ?,para pimpinan TRI dan pimpinan laskar-laskar perjuangan rakyat,SPAN,C
1779lcPuO1NFS50gJD6T-Zo73478,Bagaimana perbandingan kasus pembunuhan di AS antara tahun 2011 dengan tahun 2000?,"14,5% lebih sedikit",SPAN,B
2062VZLt42f5YfL_F5YiZJ9_1614,siapakah penulis Nagarakretagama ?,Mpu Prapanca,SPAN,C
3004X8M9tRmpFDo7C4yTa_nC3854,Siapakah pemimpin Italia yang diselamatkan oleh Jerman dari serangan sekutu?,Mussolini,SPAN,A
2565CoSVkWMIiJBlke0DSSt82458,Tanggal 28 Maret 1830 hari raya apa?,Hari Idul Fitri,SPAN,C
2399Y49nXZDPa9G-815VEhlQ3649,Siapa saja yang ditunjuk untuk menulis Al-Qur'an semasa Nabi Muhammad masih hidup?,"Zaid bin Tsabit, Ali bin Abi Talib, Muawiyah bin Abu Sufyan dan Ubay bin Kaab",SPAN,B
671tmMHr0OIhb3ulvq5ranP2949,ada berapa banyak tipe servis atas?,5 service,SPAN,C
1417CvbtpTdNieUFK8V6Ekov637,Mengapa kartini menjadi lebih toleran terhadap budaya jawa menjelang pernikahannya?,pernikahan akan membawa keuntungan tersendiri dalam mewujudkan keinginan mendirikan sekolah,SPAN,C
1398tbxE6rw4tRvgrp1PnRa7692,Apa tujuan dibuatnya program benteng tahap 2?,agar dapat bersaing dengan para pengusaha non bumiputera,SPAN,C
894ARwgTOyFrfBbcEBpNyXo2644,Berapakah lebar gawang sepak bola dewasa menurut standar internasional ?,7.32 meter,SPAN,A
19562G4XhcAWDDltouKXoTDE2285,Siapa yang menemukan Tanjung Harapan Baik? ,Portugal,SPAN,B
1463FoB-_-oeUnsS3sDglbN52087,Sekolah sekolah apa saja yang dikembangkan oleh swasta?,"Al-Azhar, Muhammadiyah, BPK Penabur, Kolese Kanisius, Don Bosco, Tarakanita, Pangudi Luhur, Santa Ursula, Regina Pacis dan Marsudirini",SPAN,B
2455Z_NA0qrNdsEcFeJPnpVS1885,Apakah inti dari Ahimsa ?,"konsep antikekerasan, dan antiperang",SPAN,C
1024EAnLzPugg_3Icp64grI8344,Siapa yang membawa istilah Jepang ke dunia barat?,pedagang Portugis,SPAN,C
25544Iwj6p8ZpT8Nege2BaSS2480,Kapan pasukan Diponegoro menyerang pasukan Hindia Belanda di Gawok?,Oktober 1826,SPAN,B
6378qDCOgKH25DqwcZO1mKf3,Apa arti angka 05 pada naskah proklamasi?,kependekan dari angka tahun 2605,SPAN,B
1580w-I93H4qmLDCZ7pKh9bk1288,Kapankah penataan ulang TNI terjadi ?,tahun 1948,SPAN,B
2994z92F6tuanrTZ7p_1PiGz3877,Dimanakah Jerman mengacaukan jalur kapal sekutu?,di lepas pesisir Atlantik Amerika Serikat,SPAN,B
683aqqwKP1KduPxIkVF7N9F2917,Pada tahun berapa Konferensi Meja Bundar dilaksanakan?,1949,SPAN,B
2564PEd_NYQVsw7TwigJZu1b2460,Berapa kali De Kock bertemu Diponegoro selama bulan puasa?,tiga kali,SPAN,B
13946HYMoyH_5YN47EsUiywo705,Siapa pemimpin kabinet ali sastromidjojo ii?,Perdana Menteri Ali Sastroamidjojo,SPAN,C
1960TyZYSsqghmtoz6azHmRc2276,Siapa nama tokoh penting dalam Kesultanan wanita?,Kösem Sultan,SPAN,B
689RfOgas4kQddfMQXny3cR2902,dari tahun berapa Soeharto menjabat sebagai presiden indonesia?,1967 sampai 1998,SPAN,B
874kqKcdnSqPr2kHFDtCs872688,Berapakah durasi istirahat pada permainan bola basket ?,0 m,SPAN,B
2125Vbp22wSh0VwBbUKAfI0y1435,Berapa lama waktu yang diperlukan untuk merebut kembali Yogyakarta ?,enam belas jam,SPAN,B
101195_WiJNTm5lUVJPBEQsu380,Apa anggapan peneliti terhadap rusia saat ini?,bukanlah demokrasi sejati dan lebih mirip kediktatoran.,SPAN,C
881sSYAcH--BN-pqbR9hFYL2670,Siapakah permain terbaik asal Indonesia di Kejuaran bola basket Asia IV?,Sonny Hendrawan,SPAN,B
1210_s24nmmMlgNl60QCA3_m3126,Siapakah khalifah ketujuh dinasti Abbasiyah?,al-Ma mun,SPAN,C
1772BxXxPMha90GNn-cr0CdA3493,"Apa sebutan warga AS yang berkulit putih, keturunan Inggris, dan beragama Protestan?",WASP,SPAN,B
564nvWBMTyMNmhonDBcxkha217,Siapakah yang memilih presiden Susilo Bambang Yudhoyono?,rakyat,SPAN,B
1626tcaoo5Rh3rYif96ePl8T1163,Apakah kriteria utama dari survei yang dilakukan PERC ?,kontrak dan perlindungan IPR,SPAN,B
2227njumpoFaBCvHN5gK9Hmj4030,Bagaimana cara negara lain memberikan pidatonya?,hanya memberi ceramah yang mengambang,SPAN,C
2117usIbqKfvGfEciX6sxfMh1458,Apakah yang coba diterpkan Mohammad hatta setelah menjabat sebagai perdana menteri ?,program rasionalisasi,SPAN,C
574T3IVyhdGf2qyfbl0GBBS187,Siapa yang mencetuskan garis Wallace?,Alfred Russel Wallace,SPAN,A
983lsArLcvfSEq21Yv9hyIq451,Di mana Soekarno meninggal?,"Rumah Sakit Pusat Angkatan Darat (RSPAD) Gatot Subroto, Jakarta",SPAN,C
1447-lsa5GMde2CPKwJUa0h52117,Apa saja jaringan tol di jakarta?,"Jalan Tol Lingkar Luar, Jalan Tol Jagorawi, dan Jalan Tol Ulujami-Serpong",SPAN,B
2047k8-fX-AM7Tv4kEIBJCC81657,Dari manakah Sika Gakkai Internasional berasal ?,Jepang,SPAN,A
2573Yesh6cIYKXGOxrwMiFam2449,Siapa yang mengijinkan keturuan Pangeran Diponegoro boleh keluar masuk Kraton Ngayogakarta?,Sri Sultan Hamengkubuwana IX,SPAN,B
2344TQZdhbkqw-jvF5b_mO0e3768,Apa bahan dasar raket tradisional?,kayu,SPAN,B
2644fKUBosjdYiAeduy2FQVF1120,Pada tahun berapa Singapura keluar dari federasi malaysia?,1965,SPAN,A
2467fzJ6d5_K_QRe9CU--BXT1860,Kapankah BPUPKI membentuk panitia sembilan ?,22 Juni 1945,SPAN,B
977HIIAwnIqxPwgBrCLE7De468,Siapa penulis Killing Hope: US Millitary and CIA Intervensions Since World War II?,William Blum,SPAN,B
2995FYU3dbcdZ2Om_eXNrFz43874,Kapan operasi Jepang menduduki Port Moresby dilakukan?,awal Mei 1942,SPAN,B
1438pakrvpuzI9RRVwHckRIx2137,Poros apa yang dikembangkan sebagai pusat bisnis?,Poros Medan Merdeka-Thamrin-Sudirman,SPAN,B
642cj_9TM2LY8uspNPdM55l3026,Pada tahun berapa krismon terjadi?,1997,SPAN,C
2589xXJabxuTAbaSikLKRb-g2417,Pada resolusi berapa PLO mengakui hak Israel untuk eksis dalam damai?,resolusi Dewan Keamanan PBB 242 dan 338,SPAN,A
2420ljk2de81UhSRuKQX3a_J3616,Bagaimana sikap tentara Indonesia terhadap keputusan Soekarno untuk ganyang Malaysia?,tidak mendukungnya,SPAN,A
215150kaVnc71Yqt1mSUj_mU4220,Siapa tokoh utama pendakwah Agama islam di Cirebon?,Syekh Nurjati,SPAN,B
1956vw_p35LNB6CkbnIkyRY-2284,Pada tahun berapa Tanjung Harapan Baik ditemukan oleh Portugal?,1488,SPAN,B
2650L8Wg3JCMUv2NtSViky2F1105,Bagaimana cara pemilihan Raja Malaysia?,dipilih dari dan oleh sembilan Sultan Negeri-Negeri Malaya,SPAN,C
1786I5qlkjh5HPU7gv2S4fXA3460,Sektor swasta apakah yang paling banyak menyerap tenaga kerja?,sektor kesehatan dan bantuan sosial,SPAN,B
178729fWseJtFCuTr6qSCsEp3456,Apa salah satu contoh dampak resesi ekonomi global 2008-2012 pada AS?,tingkat pengangguran semakin tinggi,SPAN,C
586KitV3SprRbS0Gf9jJzYW151,Apa yang menyebabkan tingginya pertumbuhan ekonomi pada tahun 1968-1981?,harga minyak bumi yang meningkat menyebabkan melonjaknya nilai ekspor,SPAN,C
2428yXwf4M0pblVsR9721lQa3600,Apa yang diungkapkan oleh Dewan Jendral mengenai petinggi Angkatan Darat terhadap Soekarno?,berniat untuk menggulingkannya,SPAN,B
1795SmUM72qvYEGcEDAoWbE73442,Siapakah pasar mobil terbesar di dunia?,RRC,SPAN,C
15476Ulo5UDthwWLMYPAIvDH1372,Siapa sajakah yang diminta untuk memimpin PNI ?,Hatta dan Syahrir,SPAN,C
938YP3H8bkzV6_3rYyEJr_w300,Apa bentuk dokumentasi yang tersedia saat naskah kemerdekaan dibacakan?,yang ada hanyalah dokumentasi foto.,SPAN,C
3006iqQtMuDDJjWerBzm_Me73850,Kapan Soviet berhasil mengusir pasukan Jerman dari Leningrad?,akhir Januari,SPAN,B
1631qwKfG1vTrv4q_GaRhDXj1153,Apakah tugas angkatan bersenjata Singapura ?,mencegah kemungkinan serangan dan juga menyediakan bantuan kemanusiaan ke negara lain,SPAN,C
1770UjdM67frvAA3cqjwF3333494,Partai apakah yang beraliran kanan-tengah di Amerika?,Partai Republik,SPAN,A
1761O3JjMUze6fafyiPISXbp3520,Apa salah satu gelar yang dimiliki AS sebagai negara?,federasi tertua di dunia,SPAN,C
2223FJEauLUlxzo8dn725XKK4040,Mengapa popularitas Jokowi meningkat setelah terpilih sebagai gubernur DKI jakarta?,berkat rekam jejaknya yang baik dan pendekatannya yang membumi dan pragmatis,SPAN,C
17770UIuay1RFuPABhV0c8OJ3482,Siapakah yang bertanggung jawab atas penegakan hukum di daerah lokal Amerika Serikat?,badan kepolisian lokal dan departemen sheriff,SPAN,B
25261kHHM3xmrKGTFC2m-3jz1717,Siapakah orang yang pertama kali dieksekusi mati oleh Israel ?,Eichmann,SPAN,B
2408ZcniF4-_aNVJzLlDje0y3633,Apa ciri orang yang diperbolehkan menyentuh Al-Qur'an?,orang yang bersih dari hadats,SPAN,C
2187B0sWPT98eVpnAmdk_adu4127,Apa saja peninggalan majapahit yang sampai sekarang masih dapat dijumpai?,"Candi Tikus dan Gapura Bajang Ratu di Trowulan, Mojokerto",SPAN,A
2620OCzi6sRLt3mGvqENj2_f2358,Apa efek dari Presiden SBY mendapatkan suara lebih dari 60%?,memungkinkan dia untuk mengamankan pemilihan ulang tanpa run-off,SPAN,C
14184ScD3kP338oXI7mRSkqg634,"Siapa yang menjabat sebagai Menteri Kebudayaan, Agama, dan Kerajinan pada masa Belanda?",J.H. Abendanon,SPAN,B
545m8hikbi_76zd990QYmmK275,Siapakah yang mencetuskan istilah Indunesia?,George Windsor Earl,SPAN,B
17502DSDScCdCbid-xPukm5G3554,Apa yang menyebabkan perang dingin berakhir dan AS menjadi pemenangnya?,Runtuhnya Soviet,SPAN,B
1380eJea603GtPQMYCinujki736,Apa akibat dari penyelundupan selama pendudukan penjajah?,merugikan pemerintah pusat yang sangat membutuhkan devisa,SPAN,B
2176_V6iXioszwPbfdPjMwxq4154,Apa saja senjata yang dimiliki oleh kaum petani?,"busur dan panah, tombak bambu, dan pedang pendek",SPAN,B
2521zNHb6afBjfIeBZ-paiLV1732,Kapankah Herzl menerbitkan Der Judenstaat ?,Pada tahun 1896,SPAN,B
